nome_x,nome_regiao,quantidade_nascimentos_ate_2010
Alander,Sudeste,14
Alanderson,Sudeste,236
Alane,Nordeste,5271
Alanes,Sudeste,129
Alani,Nordeste,542
Alania,Nordeste,56
Alanir,Sudeste,37
Alanis,Sudeste,1003
Alann,Sudeste,16
Alanna,Nordeste,301
Alano,Nordeste,91
Alany,Nordeste,98
Alanys,Sudeste,42
Alao,Centro-Oeste,17
Alaor,Sudeste,1682
Alarico,Sudeste,56
Alarissa,Sudeste,10
Alas,Sudeste,12
Alax,Norte,56
Alaxandre,Sudeste,28
Alayde,Sudeste,320
Alayr,Sudeste,41
Alba,Sudeste,5184
Albaneide,Nordeste,88
Albanete,Nordeste,48
Albani,Nordeste,247
Albania,Nordeste,12
Albanice,Nordeste,24
Albanir,Nordeste,68
Albanira,Norte,51
Albanisa,Nordeste,101
Albanise,Nordeste,19
Albanita,Nordeste,320
Albaniza,Nordeste,555
Albanize,Nordeste,19
Albanizia,Nordeste,10
Albano,Sudeste,590
Albany,Nordeste,31
Albari,Sul,304
Albarina,Sul,11
Albeci,Nordeste,46
Albelia,Norte,16
Albene,Sudeste,10
Albeni,Sudeste,40
Albenia,Nordeste,11
Albenice,Nordeste,50
Albenir,Sudeste,44
Albenita,Nordeste,21
Albeniza,Nordeste,19
Albenize,Norte,10
Alber,Sudeste,42
Alberdan,Norte,34
Alberes,Nordeste,586
Alberi,Sul,1222
Alberico,Nordeste,1350
Alberina,Sudeste,10
Alberio,Nordeste,68
Alberis,Nordeste,82
Alberison,Nordeste,11
Alberlan,Norte,24
Alberlene,Norte,14
Albero,Sudeste,20
Alberon,Nordeste,14
Alberone,Sudeste,34
Alberson,Norte,22
Albert,Sudeste,2355
Alberta,Norte,230
Alberte,Nordeste,72
Alberth,Nordeste,33
Alberti,Sudeste,78
Albertina,Sudeste,6365
Albertino,Sudeste,1765
Alberto,Sudeste,44570
Albery,Sul,11
Albetisa,Nordeste,12
Albetiza,Nordeste,125
Albeto,Sudeste,53
Albina,Sudeste,857
Albino,Sul,3632
Albio,Sul,28
Albrto,Sudeste,38
Alce,Sudeste,20
Alcea,Sudeste,13
Alcebiades,Sudeste,903
Alcebides,Sudeste,37
Alcedina,Sudeste,90
Alcedino,Sudeste,39
Alcedir,Sul,50
Alcedo,Nordeste,10
Alceia,Sudeste,71
Alceir,Sudeste,238
Alcel,Sudeste,14
Alceli,Sudeste,58
Alcelia,Sudeste,34
Alcelina,Sudeste,17
Alcelino,Sudeste,17
Alcelio,Nordeste,24
Alcelir,Sudeste,16
Alcelmo,Sudeste,22
Alcemar,Sul,403
Alcemir,Sudeste,640
Alcemira,Norte,77
Alcendino,Sudeste,11
Alceni,Sul,84
Alcenir,Sudeste,1061
Alcenira,Sudeste,141
Alceno,Sul,10
Alcenor,Sudeste,46
Alceri,Sul,90
Alceste,Sudeste,13
Alceu,Sul,8753
Alci,Sudeste,486
Alcia,Sudeste,10
Alciana,Norte,11
Alciane,Norte,236
Alciberto,Norte,15
Alcibiades,Sudeste,12
Alciclei,Norte,40
Alcicleia,Norte,101
Alcicleide,Nordeste,57
Alcida,Sudeste,32
Alcide,Sudeste,103
Alcidea,Sudeste,114
Alcideia,Sudeste,258
Alcidemar,Nordeste,10
Alcides,Sudeste,22088
Alcidesia,Nordeste,12
Alcidesio,Nordeste,80
Alcidez,Sudeste,22
Alcidezio,Nordeste,26
Alcidia,Sudeste,211
Alcidina,Sudeste,10
Alcidineia,Sudeste,26
Alcidino,Sudeste,39
Alcidio,Sudeste,114
Alcidis,Sudeste,35
Alcido,Sul,130
Alciele,Norte,64
Alciene,Norte,198
Alciete,Norte,22
Alcifran,Norte,11
Alcilane,Norte,57
Alcilea,Sudeste,68
Alcilei,Norte,15
Alcileia,Sudeste,360
Alcileide,Norte,48
Alcilene,Norte,2621
Alcilenio,Sudeste,16
Alcilete,Norte,13
Alciliadora,Norte,30
Alcimar,Sudeste,2126
Alcimara,Norte,212
Alcimir,Sul,11
Alcimone,Norte,12
Alcina,Sudeste,1968
Alcinara,Norte,17
Alcinda,Sudeste,172
Alcindo,Sul,1265
Alcine,Sudeste,10
Alcinea,Sudeste,241
Alcinei,Norte,504
Alcineia,Sudeste,1504
Alcineide,Nordeste,285
Alcinete,Norte,230
Alciney,Norte,150
Alcinio,Sudeste,12
Alcino,Sudeste,2057
Alcio,Sudeste,28
Alciomar,Nordeste,90
Alcion,Nordeste,15
Alcione,Sudeste,8663
Alcionei,Sul,31
Alcioneide,Nordeste,141
Alcioni,Sul,67
Alcionira,Nordeste,10
Alcir,Sudeste,2945
Alcira,Sudeste,124
Alcirema,Norte,21
Alcirene,Norte,119
Alcirlei,Sudeste,21
Alcivan,Nordeste,195
Alcivando,Nordeste,14
Alcivania,Nordeste,24
Alcy,Sudeste,175
Alcyone,Sudeste,12
Alcyr,Sudeste,133
Alda,Sudeste,10889
Aldaberon,Nordeste,10
Aldaberto,Sudeste,64
Aldaci,Nordeste,377
Aldacir,Nordeste,131
Aldacira,Nordeste,14
Aldacy,Nordeste,18
Aldadina,Norte,10
Aldair,Sudeste,5737
Aldaires,Nordeste,69
Aldaisa,Sudeste,64
Aldaiza,Sudeste,37
Aldalberto,Sudeste,41
Aldalea,Sudeste,19
Aldaleia,Norte,158
Aldalice,Norte,97
Aldalina,Norte,10
Aldalio,Sudeste,26
Aldamir,Sudeste,41
Aldamira,Norte,12
Aldanei,Sul,45
Aldanir,Sudeste,14
Aldara,Sudeste,13
Aldario,Sudeste,15
Alde,Sudeste,13
Aldeane,Nordeste,172
Aldeci,Nordeste,859
Aldecina,Sudeste,13
Aldecir,Sudeste,473
Aldecira,Nordeste,26
Aldecy,Sudeste,36
Aldei,Sudeste,12
Aldeia,Sudeste,13
Aldeide,Nordeste,163
Aldeides,Nordeste,37
Aldeir,Sudeste,1062
Aldeirton,Nordeste,40
Aldeisa,Nordeste,35
Aldeise,Norte,45
Aldeiza,Nordeste,83
Aldeize,Norte,14
Aldejane,Norte,15
Aldelane,Norte,21
Aldelena,Norte,10
Aldelene,Norte,10
Aldeli,Sudeste,16
Aldelice,Nordeste,73
Aldelina,Sudeste,59
Aldelino,Norte,16
Aldelir,Sudeste,10
Aldema,Sul,11
Aldemar,Sudeste,590
Aldemario,Nordeste,77
Aldemi,Centro-Oeste,12
Aldemir,Nordeste,3452
Aldemira,Norte,165
Aldemiro,Sudeste,75
Aldene,Sudeste,17
Aldenei,Norte,209
Aldeneide,Nordeste,105
Aldeney,Norte,98
Aldeni,Sudeste,282
Aldenia,Nordeste,178
Aldenice,Nordeste,1623
Aldenicio,Sudeste,11
Aldenilson,Norte,22
Aldenio,Nordeste,36
Aldenir,Nordeste,3126
Aldenira,Nordeste,598
Aldenis,Nordeste,74
Aldenisa,Nordeste,39
Aldenise,Nordeste,430
Aldenisia,Nordeste,25
Aldenisio,Nordeste,15
Aldenita,Sudeste,13
Aldeniza,Nordeste,165
Aldenize,Nordeste,275
Aldenizia,Nordeste,61
Aldenizio,Nordeste,10
Aldenor,Norte,1084
Aldenora,Nordeste,3724
Aldenoura,Nordeste,11
Alder,Sudeste,49
Alderi,Nordeste,225
Alderice,Sudeste,14
Alderico,Sudeste,250
Alderina,Nordeste,242
Alderir,Nordeste,53
Alderita,Nordeste,42
Alderiva,Nordeste,16
Alderiza,Nordeste,12
Alderlan,Norte,74
Alderlane,Norte,46
Alderlei,Norte,11
Alderlene,Norte,11
Aldernei,Norte,12
Alderson,Norte,12
Aldete,Sudeste,185
Aldevan,Nordeste,19
Aldevina,Sudeste,29
Aldevino,Sudeste,33
Aldi,Sudeste,34
Aldiana,Nordeste,22
Aldiane,Norte,57
Aldice,Sudeste,11
Aldicea,Sudeste,41
Aldiceia,Sudeste,201
Aldilea,Sudeste,12
Aldileia,Sudeste,93
Aldilene,Norte,497
Aldimar,Norte,59
Aldina,Sudeste,299
Aldine,Sudeste,44
Aldinea,Sudeste,55
Aldinei,Sudeste,201
Aldineia,Sudeste,664
Aldineide,Nordeste,155
Aldinete,Nordeste,149
Aldiney,Norte,31
Aldino,Sul,249
Aldir,Sudeste,817
Aldira,Nordeste,69
Aldirene,Sudeste,41
Aldisia,Nordeste,15
Aldisio,Nordeste,62
Aldiva,Sul,37
Aldivan,Nordeste,73
Aldivina,Sudeste,42
Aldivino,Sudeste,40
Aldizia,Nordeste,36
Aldizio,Nordeste,75
Aldo,Sudeste,9181
Aldoir,Sul,162
Aldomar,Sul,47
Aldomario,Norte,13
Aldomiro,Sul,68
Aldona,Sudeste,16
Aldonei,Sul,20
Aldoni,Sul,16
Aldonia,Sudeste,10
Aldora,Sudeste,11
Aldori,Sul,539
Aldorindo,Sul,37
Aldre,Sudeste,20
Aldrea,Sudeste,13
Aldrei,Sudeste,43
Aldrey,Sudeste,160
Aldri,Sudeste,29
Aldria,Sudeste,18
Aldrin,Norte,76
Aldrina,Nordeste,14
Aldrovando,Sul,54
Aldry,Sudeste,21
Aldryn,Sudeste,12
Aldson,Nordeste,11
Aldyr,Sudeste,25
Ale,Sudeste,51
Aleanderson,Sudeste,10
Aleandra,Sudeste,130
Aleandre,Sudeste,31
Aleandro,Sudeste,343
Aleane,Norte,12
Alec,Sudeste,107
Alechadre,Centro-Oeste,18
Alechandra,Sudeste,42
Alechandre,Sudeste,320
Aleci,Sudeste,121
Alecia,Nordeste,206
Aleciane,Nordeste,15
Alecio,Sudeste,1211
Alecir,Sudeste,23
Alecsander,Sudeste,280
Alecsandra,Sudeste,384
Alecsandre,Sudeste,13
Alecsandro,Sudeste,989
Alecssander,Sudeste,14
Alecssandra,Sudeste,108
Alecssandro,Sudeste,184
Alecxander,Sudeste,24
Alecxandra,Sudeste,17
Alecxandro,Sudeste,24
Aledia,Sudeste,12
Aledio,Sudeste,144
Aledir,Sudeste,15
Alef,Sudeste,3540
Alefe,Nordeste,627
Alefer,Sudeste,21
Aleff,Nordeste,192
Alefi,Nordeste,157
Alegra,Sudeste,25
Alegria,Norte,34
Alehandro,Norte,13
Alei,Sudeste,12
Aleia,Sudeste,29
Aleida,Sudeste,149
Aleide,Nordeste,204
Aleilson,Norte,28
Aleir,Sudeste,113
Aleison,Norte,10
Aleixandre,Norte,10
Aleixo,Sul,250
Alejandra,Sudeste,141
Alejandro,Sudeste,1043
Alek,Sudeste,16
Aleksander,Sudeste,162
Aleksandra,Sudeste,224
Aleksandro,Sudeste,338
Alekssandra,Sudeste,32
Alekssandro,Sudeste,24
Aleluia,Nordeste,101
Alem,Norte,18
Alemao,Sudeste,22
Alemar,Sudeste,10
Alemax,Norte,39
Alen,Sudeste,61
Alena,Nordeste,38
Alenaldo,Nordeste,10
Alencar,Sudeste,1391
Alendre,Sudeste,10
Alene,Nordeste,91
Aleni,Sudeste,77
Alenice,Sudeste,100
Alenil,Centro-Oeste,36
Alenilda,Sudeste,40
Alenildo,Sudeste,24
Alenilson,Norte,90
Alenilton,Nordeste,14
Alenir,Sudeste,171
Alenita,Sudeste,50
Alenor,Centro-Oeste,19
Aleomar,Sudeste,32
Aleph,Sudeste,19
Aleques,Sudeste,10
Alerandro,Sudeste,56
Alercio,Sudeste,24
Alerrandra,Norte,16
Alerrandro,Norte,219
Alerson,Norte,37
Alerte,Sudeste,73
Alerto,Nordeste,38
Ales,Sudeste,34
Alesadra,Sudeste,12
Alesander,Sudeste,67
Alesandra,Sudeste,4136
Alesandre,Sudeste,48
Alesandro,Sudeste,2429
Alesio,Sudeste,42
Aleska,Nordeste,14
Aleson,Norte,241
Alessa,Sudeste,462
Alessadra,Sudeste,477
Alessadro,Sudeste,153
Alessanda,Sudeste,112
Alessander,Sudeste,470
Alessando,Sudeste,53
Alessandr,Sudeste,29
Alessandra,Sudeste,128307
Alessandre,Sudeste,528
Alessandro,Sudeste,67858
Alessanra,Sudeste,29
Alessansra,Sudeste,37
Alessia,Sudeste,98
Alessio,Sudeste,125
Alessndra,Sudeste,47
Alessndro,Sudeste,25
Alesson,Nordeste,361
Alesssandra,Sudeste,13
Alesxandra,Sudeste,14
Alesxandro,Sudeste,31
Alete,Sudeste,36
Aletea,Sudeste,11
Aleteia,Sudeste,104
Alethea,Sudeste,43
Aleticia,Sudeste,13
Aleuda,Nordeste,57
Alex,Sudeste,143305
Alexa,Sudeste,249
Alexabdre,Sudeste,18
Alexader,Sudeste,52
Alexadra,Sudeste,132
Alexadre,Sudeste,846
Alexadro,Sudeste,77
Alexamdra,Sudeste,10
Alexamdre,Sudeste,52
Alexanda,Sudeste,27
Alexandar,Sudeste,10
Alexande,Sudeste,251
Alexandee,Sudeste,16
Alexander,Sudeste,11321
Alexando,Sudeste,34
Alexandr,Sudeste,88
Alexandra,Sudeste,39323
Alexandre,Sudeste,237731
Alexandrer,Sudeste,14
Alexandri,Sudeste,15
Alexandria,Sudeste,21
Alexandrina,Sudeste,1799
Alexandrino,Sudeste,165
Alexandro,Sudeste,25577
Alexandros,Sudeste,11
Alexanre,Sudeste,100
Alexansre,Sudeste,28
Alexasandro,Sudeste,13
Alexassandra,Sudeste,10
Alexassandro,Sudeste,13
Alexcia,Sudeste,11
Alexdre,Sudeste,12
Alexe,Sudeste,47
Alexei,Sudeste,98
Alexendre,Sudeste,31
Alexes,Sudeste,25
Alexey,Sudeste,26
Alexi,Sudeste,25
Alexia,Sudeste,5990
Alexina,Sudeste,72
Alexinaldo,Nordeste,100
Alexis,Sudeste,336
Alexnaldo,Nordeste,255
Alexndra,Sudeste,15
Alexndre,Sudeste,181
Alexndro,Sudeste,15
Alexon,Sudeste,31
Alexrandre,Sudeste,11
Alexs,Sudeste,15
Alexsader,Sudeste,10
Alexsadro,Nordeste,16
Alexsande,Sudeste,25
Alexsander,Sudeste,5093
Alexsando,Nordeste,10
Alexsandra,Nordeste,6933
Alexsandre,Sudeste,267
Alexsandro,Nordeste,14121
Alexsndre,Sudeste,23
Alexson,Sudeste,51
Alexssander,Sudeste,247
Alexssandra,Sudeste,467
Alexssandre,Sudeste,30
Alexssandro,Sudeste,1927
Alexya,Sudeste,34
Aley,Sudeste,10
Alez,Sudeste,58
Alezandra,Sudeste,15
Alezandre,Sudeste,33
Alfa,Sudeste,85
Alfedro,Sudeste,10
Alfel,Sudeste,10
Alfeu,Sul,655
Alfim,Sudeste,13
Alfio,Sudeste,75
Alfonso,Sul,374
Alfran,Norte,11
Alfranio,Sudeste,19
Alfrdo,Sudeste,10
Alfred,Sudeste,95
Alfreda,Sul,21
Alfredina,Sudeste,88
Alfredo,Sudeste,20567
Alfreto,Sudeste,16
Alga,Sudeste,35
Algacir,Sul,128
Algarina,Norte,37
Algemira,Sudeste,26
Algemiro,Sul,123
Algenor,Nordeste,15
Algusta,Sudeste,123
Algustinho,Sudeste,32
Algusto,Sudeste,1374
Ali,Sudeste,468
Alia,Sudeste,83
Alian,Sudeste,26
Aliana,Sudeste,90
Aliandra,Sudeste,52
Aliane,Nordeste,276
Aliatar,Sul,10
Alica,Sudeste,57
Alice,Sudeste,85009
Alicea,Sudeste,37
Aliceia,Sudeste,51
Alici,Sudeste,145
Alicia,Sudeste,7254
Aliciana,Nordeste,44
Aliciane,Nordeste,96
Alicie,Sudeste,25
Alicio,Sudeste,1047
Alicya,Sudeste,29
Alida,Sul,310
Alide,Sudeste,34
Alideia,Nordeste,17
Alides,Sudeste,12
Alidia,Sudeste,32
Alidiane,Nordeste,12
Alido,Sul,35
Alidor,Sul,41
Alie,Sudeste,18
Alielson,Sudeste,16
Aliene,Sudeste,89
Aliete,Nordeste,819
Alif,Sudeste,372
Alife,Sudeste,461
Alifer,Sudeste,491
Aliff,Nordeste,14
Aliffer,Sudeste,11
Alifi,Sudeste,29
Alik,Sudeste,16
Alilson,Norte,13
Alime,Sudeste,16
Alin,Sudeste,15
Alina,Sudeste,590
Alinaldo,Nordeste,19
Alinda,Sudeste,57
Alindo,Sudeste,46
Aline,Sudeste,243499
Alinete,Nordeste,30
Alinhe,Norte,37
Alini,Sudeste,495
Alinne,Sudeste,196
Alino,Sudeste,20
Alinor,Centro-Oeste,106
Alinson,Sudeste,18
Aliny,Sudeste,132
Aliomar,Nordeste,269
Alipia,Nordeste,11
Alipio,Sudeste,1541
Alir,Sul,14
Alira,Sudeste,39
Aliria,Sudeste,74
Alirio,Sudeste,798
Alis,Sudeste,37
Alisangela,Sudeste,23
Alise,Sudeste,69
Alisete,Sudeste,12
Alisia,Sudeste,18
Alisio,Nordeste,55
Aliso,Sudeste,15
Alisom,Nordeste,310
Alison,Nordeste,21298
Alissa,Sudeste,174
Alissandra,Nordeste,52
Alisse,Sudeste,57
Alissia,Sudeste,10
Alisso,Sudeste,12
Alissom,Nordeste,462
Alisson,Nordeste,33913
Alita,Sudeste,86
Aliton,Sudeste,14
Alix,Sudeste,44
Alixandre,Nordeste,237
Alizete,Sudeste,52
Alizio,Nordeste,10
Alla,Sudeste,21
Allam,Sudeste,122
Allan,Sudeste,14581
Allana,Sudeste,905
Allane,Sudeste,24
Allanis,Sudeste,21
Allany,Sudeste,24
Allanys,Sudeste,27
Allef,Sudeste,238
Allegra,Sudeste,13
Allen,Sudeste,63
Allessandra,Sudeste,11
Allex,Sudeste,72
Allexandre,Sudeste,11
Alli,Sudeste,12
Allice,Sudeste,10
Allicia,Sudeste,19
Allif,Sudeste,10
Allifer,Sudeste,11
Alline,Sudeste,417
Alliny,Centro-Oeste,22
Allison,Sudeste,907
Allisson,Nordeste,342
Ally,Sudeste,13
Allyne,Sudeste,45
Allyson,Nordeste,351
Allysson,Nordeste,160
Alma,Sul,376
Almar,Sudeste,10
Almari,Sudeste,37
Almauri,Sudeste,14
Almedorina,Sul,15
Almeida,Sudeste,150
Almeir,Sudeste,13
Almeirinda,Sudeste,55
Almeri,Sul,228
Almeria,Sudeste,14
Almerice,Sudeste,19
Almerida,Sudeste,22
Almerina,Sudeste,43
Almerinda,Sudeste,5718
Almerindo,Sudeste,656
Almerio,Sudeste,51
Almerita,Sudeste,370
Almezina,Sudeste,38
Almezinda,Sudeste,48
Almi,Sudeste,54
Almicar,Sudeste,17
Almiceia,Nordeste,10
Almida,Sul,34
Almilton,Sudeste,12
Alminda,Sudeste,84
Almino,Norte,46
Almir,Sudeste,24790
Almira,Sudeste,2238
Almiralice,Nordeste,41
Almiranda,Sudeste,11
Almirante,Sul,11
Almirene,Nordeste,58
Almiria,Sudeste,11
Almirinda,Sudeste,10
Almiro,Sudeste,1266
Almyr,Sudeste,20
Aln,Sudeste,12
Alne,Sudeste,93
Aloan,Sudeste,44
Aloir,Sudeste,213
Alois,Sul,73
Aloisa,Nordeste,37
Aloise,Sul,55
Aloisia,Nordeste,99
Aloisio,Sudeste,9878
Aloiso,Sudeste,155
Aloize,Sul,10
Aloizio,Sudeste,733
Aloizo,Sudeste,18
Aloma,Sudeste,80
Alon,Sudeste,33
Aloncio,Sudeste,35
Alone,Sudeste,19
Alonsio,Sudeste,13
Alonso,Sudeste,1552
Alonson,Sudeste,11
Alosio,Nordeste,17
Aloysio,Sudeste,274
Alpha,Sudeste,25
Alpheu,Sudeste,26
Alpino,Sudeste,11
Alrea,Sudeste,72
Alreliano,Sudeste,10
Alrelina,Sudeste,25
Alrelino,Nordeste,32
Alrelio,Sudeste,22
Alreni,Sudeste,18
Alrenice,Norte,22
Alrenir,Nordeste,16
Alri,Nordeste,14
Alria,Sudeste,78
Alriane,Norte,12
Alricelia,Nordeste,61
Alricelio,Nordeste,13
Alrilene,Nordeste,53
Alrimar,Norte,15
Alrinda,Sudeste,11
Alrindo,Sudeste,10
Alrineide,Nordeste,60
Alrinete,Nordeste,30
Alrino,Sudeste,40
Alrora,Sudeste,10
Alrxandre,Sudeste,18
Alselmo,Sudeste,34
Alseni,Sudeste,10
Alsenir,Sudeste,13
Alsides,Sudeste,31
Alsione,Sudeste,14
Alsira,Sudeste,131
Alson,Sudeste,23
Alssandra,Sudeste,77
Alssandro,Sudeste,25
Alta,Sudeste,201
Altaci,Norte,11
Altacir,Norte,28
Altaide,Sudeste,22
Altair,Sudeste,13753
Altamar,Sudeste,13
Altamir,Sudeste,2064
Altamira,Nordeste,881
Altamiranda,Sudeste,14
Altamirando,Nordeste,152
Altamiro,Sudeste,3266
Altanir,Sudeste,50
Altanira,Nordeste,28
Altavir,Sul,15
Altayr,Sudeste,11
Altemar,Sudeste,353
Altemir,Sul,801
Altemira,Sudeste,21
Altemiro,Sudeste,17
Altenir,Sudeste,33
Altenor,Nordeste,16
Alter,Sudeste,30
Alteredo,Nordeste,42
Altervir,Norte,10
Altevi,Norte,15
Altevir,Sul,550
Altiere,Sudeste,15
Altieres,Sudeste,62
Altieri,Sudeste,12
Altimar,Sudeste,34
Altina,Sudeste,943
Altineia,Sudeste,67
Altineu,Sudeste,12
Altino,Sudeste,1437
Altir,Sul,13
Altiva,Sudeste,216
Altivir,Sul,74
Altivo,Sudeste,339
Alto,Sudeste,13
Alton,Sudeste,29
Altran,Nordeste,33
Aluan,Sudeste,53
Aluana,Sudeste,61
Alucas,Sudeste,19
Aluce,Sudeste,28
Alucia,Sudeste,11
Aluir,Sul,31
Aluis,Sudeste,13
Aluisa,Sudeste,10
Aluisia,Sudeste,13
Aluisio,Nordeste,5110
Aluiso,Nordeste,104
Aluiz,Sudeste,14
Aluiza,Sudeste,11
Aluizia,Sudeste,13
Aluizio,Nordeste,3693
Aluizo,Nordeste,89
Alune,Sudeste,34
Alusca,Nordeste,131
Alusio,Sudeste,12
Aluska,Nordeste,307
Aluysio,Sudeste,20
Alva,Sudeste,106
Alvaci,Sul,127
Alvacir,Sul,584
Alvacy,Nordeste,14
Alvair,Sul,98
Alvalice,Nordeste,14
Alvamar,Nordeste,12
Alvandir,Sul,38
Alvanei,Centro-Oeste,20
Alvaneide,Nordeste,17
Alvani,Nordeste,150
Alvanice,Nordeste,32
Alvanir,Sudeste,282
Alvanira,Sudeste,94
Alvara,Sudeste,34
Alvares,Sudeste,13
Alvari,Sul,11
Alvarina,Sudeste,307
Alvarinda,Centro-Oeste,10
Alvarino,Sul,50
Alvaro,Sudeste,29386
Alvedir,Sudeste,10
Alvelina,Sudeste,33
Alvelino,Sudeste,13
Alveni,Sul,45
Alvenir,Sudeste,41
Alvenita,Sudeste,22
Alveri,Sul,19
Alverina,Sudeste,236
Alverinda,Sudeste,37
Alverino,Sudeste,64
Alves,Sudeste,171
Alvicio,Sul,171
Alvim,Sudeste,84
Alvimar,Sudeste,1094
Alvin,Sul,59
Alvina,Sudeste,2407
Alvineia,Nordeste,10
Alvino,Sudeste,1628
Alvir,Sul,164
Alvira,Sudeste,24
Alvori,Sul,38
Alvorina,Sul,20
Alvorino,Sul,19
Alvoro,Sudeste,62
Alxandra,Sudeste,33
Alxandre,Sudeste,134
Alxandro,Sudeste,30
Alxsandro,Sudeste,13
Aly,Sudeste,14
Alyce,Sudeste,32
Alycia,Sudeste,39
Alyne,Sudeste,433
Alynne,Sudeste,26
Alyrio,Sudeste,11
Alyson,Nordeste,466
Alyssa,Sudeste,50
Alysson,Nordeste,1074
Alzair,Sudeste,17
Alzeir,Sudeste,11
Alzelina,Sudeste,17
Alzemar,Sudeste,42
Alzemir,Norte,76
Alzemira,Sudeste,61
Alzemiro,Sul,148
Alzenda,Sudeste,10
Alzeneide,Nordeste,43
Alzeni,Sudeste,281
Alzenice,Nordeste,11
Alzenir,Nordeste,1568
Alzenira,Nordeste,673
Alzenita,Sudeste,15
Alzenor,Norte,10
Alzerina,Sudeste,158
Alzerino,Sul,23
Alziane,Norte,28
Alziene,Norte,11
Alzilene,Norte,43
Alzilete,Norte,14
Alzimar,Sudeste,83
Alzimara,Norte,12
Alzina,Sudeste,34
Alzineia,Sudeste,20
Alzineide,Nordeste,39
Alzinete,Nordeste,152
Alzino,Sudeste,24
Alzir,Sudeste,47
Alzira,Sudeste,26721
Alzirene,Nordeste,72
Alziria,Sudeste,13
Alziro,Sudeste,324
Alzita,Sudeste,33
Alzito,Nordeste,16
Ama,Sudeste,40
Amabeli,Sudeste,14
Amabile,Sul,1001
Amabili,Sul,225
Amabilia,Sudeste,19
Amabilly,Sudeste,11
Amabily,Sudeste,17
Amable,Sudeste,15
Amada,Sudeste,481
Amadel,Sudeste,53
Amadeo,Sudeste,54
Amadeu,Sudeste,4314
Amadeus,Nordeste,724
Amado,Sudeste,935
Amador,Sudeste,545
Amailton,Sudeste,19
Amair,Sudeste,58
Amal,Sul,21
Amalha,Sudeste,27
Amali,Sudeste,12
Amalia,Sudeste,4087
Amalio,Sudeste,10
Amalri,Sudeste,299
Amamda,Sudeste,57
Amana,Sudeste,72
Amanada,Sudeste,10
Amancia,Nordeste,10
Amancio,Sudeste,395
Amand,Sudeste,28
Amanda,Sudeste,214259
Amandha,Sudeste,26
Amandia,Sudeste,14
Amandina,Sudeste,11
Amandio,Sudeste,289
Amando,Nordeste,166
Amandos,Sul,10
Amandus,Sul,10
Amani,Sudeste,20
Amansa,Sudeste,10
Amanso,Sudeste,12
Amantina,Sudeste,27
Amantino,Sudeste,283
Amara,Nordeste,12231
Amaral,Sudeste,219
Amaralina,Nordeste,23
Amarante,Sul,34
Amarcelo,Sudeste,12
Amarcia,Sudeste,13
Amarcio,Sudeste,10
Amarcos,Sudeste,11
Amari,Sudeste,46
Amaria,Sudeste,563
Amariana,Sudeste,12
Amarido,Sudeste,11
Amarilda,Sudeste,153
Amarildes,Sudeste,21
Amarildo,Sudeste,12845
Amariles,Sudeste,82
Amarilia,Sudeste,20
Amarilio,Sudeste,151
Amarilis,Sudeste,292
Amarilson,Norte,18
Amarina,Nordeste,225
Amarino,Nordeste,68
Amario,Sudeste,98
Amarita,Sudeste,19
Amarito,Sudeste,38
Amariudo,Sudeste,14
Amaro,Nordeste,17889
Amary,Sudeste,10
Amaryllis,Sudeste,10
Amauri,Sudeste,15218
Amauricio,Sudeste,18
Amaurilio,Sudeste,65
Amaurir,Sudeste,56
Amauro,Sudeste,12
Amaury,Sudeste,1588
Amavel,Sudeste,52
Amazilda,Sul,30
Amazilde,Nordeste,12
Amaziles,Sudeste,18
Amazilia,Sudeste,13
Amazonas,Sul,22
Amazonia,Norte,13
Amazonina,Norte,130
Amazonino,Norte,23
Ambrosia,Sudeste,23
Ambrosina,Sudeste,408
Ambrosio,Sul,506
Ambrozina,Sudeste,44
Ambrozio,Sudeste,18
Amderson,Sudeste,32
Amdre,Sudeste,30
Amelha,Sudeste,23
Ameli,Sudeste,42
Amelia,Sudeste,23280
Amelice,Nordeste,36
Amelie,Sudeste,16
Amelina,Sudeste,50
Amelio,Sudeste,213
Amelita,Sudeste,14
Amenaide,Nordeste,65
Amenair,Sudeste,10
Amer,Sudeste,15
America,Sudeste,925
Americo,Sudeste,5988
Amerinda,Sudeste,11
Ameris,Sudeste,14
Amerson,Norte,10
Ametista,Norte,24
Amgela,Sudeste,11
Ami,Sudeste,17
Amil,Sudeste,11
Amila,Sudeste,14
Amilar,Sudeste,24
Amilca,Sudeste,136
Amilcar,Sudeste,641
Amilda,Sudeste,12
Amildo,Sudeste,14
Amilka,Sudeste,12
Amilson,Sudeste,194
Amilta,Sudeste,10
Amilto,Sudeste,103
Amiltom,Sudeste,416
Amilton,Sudeste,13346
Amim,Sudeste,20
Amin,Sudeste,54
Amina,Sudeste,37
Aminadab,Sudeste,27
Aminadabe,Sudeste,28
Amine,Sudeste,38
Amini,Sudeste,14
Amintas,Sudeste,124
Amir,Sudeste,566
Amira,Sudeste,114
Amiraldo,Norte,469
Amires,Sudeste,17
Amiro,Sudeste,11
Amisterdan,Nordeste,10
Amizael,Norte,17
Amnda,Sudeste,56
Amneris,Sudeste,11
Amois,Sudeste,13
Amom,Sudeste,12
Amon,Sudeste,66
Amora,Sudeste,19
Amorim,Sudeste,48
Amos,Sudeste,601
Amparo,Nordeste,209
Amsterdan,Nordeste,18
